Id_muestreo,Id_muestreo_no_dc,Fecha,Pc_start,Species_ayerbe,Count,Distancia_bird,Tipo_registro,Grabacion
C-MB-B-LEST_02,MB-B-LEST_02,2017-04-07,07:00:00,Turdus fuscater,6,< 25,NA,NA
C-MB-B-LEST_03,MB-B-LEST_03,2017-04-07,09:41:00,Turdus fuscater,4,< 25,NA,NA
C-MB-B-LEST_03,MB-B-LEST_03,2017-04-07,09:41:00,Phyllomyias nigrocapillus,2,< 25,NA,NA
C-MB-B-LEST_03,MB-B-LEST_03,2017-04-07,09:41:00,Zonotrichia capensis,4,< 25,NA,NA
C-MB-B-LEST_03,MB-B-LEST_03,2017-04-07,09:41:00,Coragyps atratus,2,< 25,NA,NA
C-MB-B-LEST_04,MB-B-LEST_04,2017-04-07,09:51:00,Zenaida auriculata,2,< 25,NA,NA
C-MB-B-LEST_04,MB-B-LEST_04,2017-04-07,09:51:00,Turdus fuscater,4,< 25,NA,NA
C-MB-B-LEST_04,MB-B-LEST_04,2017-04-07,09:51:00,Zonotrichia capensis,4,< 25,NA,NA
C-MB-B-LM_01,MB-B-LM_01,2017-08-08,07:15:00,Zonotrichia capensis,1,< 25,NA,NA
C-MB-B-LM_01,MB-B-LM_01,2017-08-08,07:15:00,Zenaida auriculata,2,< 25,NA,NA
C-MB-B-LM_01,MB-B-LM_01,2017-08-08,07:15:00,Turdus fuscater,2,< 25,NA,NA
C-MB-B-LM_02,MB-B-LM_02,2017-08-08,06:19:00,Turdus fuscater,1,< 25,NA,NA
C-MB-B-LM_02,MB-B-LM_02,2017-08-08,06:19:00,Sturnella magna,2,< 25,NA,NA
C-MB-B-LM_02,MB-B-LM_02,2017-08-08,06:19:00,Zenaida auriculata,2,< 25,NA,NA
C-MB-B-LM_03,MB-B-LM_03,2017-08-08,09:07:00,Catamenia analis,1,< 25,NA,NA
C-MB-B-LM_03,MB-B-LM_03,2017-08-08,09:07:00,Zonotrichia capensis,2,< 25,NA,NA
C-MB-B-LM_03,MB-B-LM_03,2017-08-08,09:07:00,Spinus psaltria,4,< 25,NA,NA
C-MB-B-LM_03,MB-B-LM_03,2017-08-08,09:07:00,Troglodytes aedon,1,< 25,NA,NA
C-MB-B-LM_03,MB-B-LM_03,2017-08-08,09:07:00,Zenaida auriculata,1,< 25,NA,NA
C-MB-B-LM_04,MB-B-LM_04,2017-08-08,09:52:00,Zenaida auriculata,5,< 25,NA,NA
C-MB-B-LM_04,MB-B-LM_04,2017-08-08,09:52:00,Falco sparverius,1,< 25,NA,NA
C-MB-B-LM_04,MB-B-LM_04,2017-08-08,09:52:00,Tyrannus melancholicus,2,< 25,NA,NA
C-MB-B-LP_01,MB-B-LP_01,2017-08-09,06:47:00,Zonotrichia capensis,1,< 25,NA,NA
C-MB-B-LP_01,MB-B-LP_01,2017-08-09,06:47:00,Turdus fuscater,1,< 25,NA,NA
C-MB-B-LP_02,MB-B-LP_02,2017-08-09,07:21:00,Turdus fuscater,1,< 25,NA,NA
C-MB-B-LP_03,MB-B-LP_03,2017-08-09,08:15:00,Crotophaga ani,1,< 25,NA,NA
C-MB-B-LP_03,MB-B-LP_03,2017-08-09,08:15:00,Turdus fuscater,1,< 25,NA,NA
C-MB-B-LP_03,MB-B-LP_03,2017-08-09,08:15:00,Zonotrichia capensis,2,< 25,NA,NA
C-MB-B-LP_03,MB-B-LP_03,2017-08-09,08:15:00,Pheucticus aureoventris,1,< 25,NA,NA
C-MB-B-LP_03,MB-B-LP_03,2017-08-09,08:15:00,Sturnella magna,1,< 25,NA,NA
C-MB-B-LP_03,MB-B-LP_03,2017-08-09,08:15:00,Patagioenas fasciata,1,< 25,NA,NA
C-MB-B-LP_04,MB-B-LP_04,2017-08-09,09:37:00,Sturnella magna,2,< 25,NA,NA
C-MB-B-LP_04,MB-B-LP_04,2017-08-09,09:37:00,Crotophaga ani,3,< 25,NA,NA
C-MB-B-LP_04,MB-B-LP_04,2017-08-09,09:37:00,Zenaida auriculata,1,< 25,NA,NA
C-MB-B-LP_04,MB-B-LP_04,2017-08-09,09:37:00,Zonotrichia capensis,1,< 25,NA,NA
C-MB-B-LP_04,MB-B-LP_04,2017-08-09,09:37:00,Tyrannus melancholicus,2,< 25,NA,NA
C-MB-B-LP_04,MB-B-LP_04,2017-08-09,09:37:00,Turdus fuscater,2,< 25,NA,NA
C-MB-BL-EP_01,MB-BL-EP_01,2016-11-30,08:49:00,Columbina talpacoti,4,< 25,NA,NA
C-MB-BL-EP_01,MB-BL-EP_01,2016-11-30,08:49:00,Plegadis falcinellus,2,< 25,NA,NA
C-MB-BL-EP_01,MB-BL-EP_01,2016-11-30,08:49:00,Campylorhynchus griseus,2,< 25,NA,NA
C-MB-BL-EP_01,MB-BL-EP_01,2016-11-30,08:49:00,Crotophaga sulcirostris,4,< 25,NA,NA
C-MB-BL-EP_01,MB-BL-EP_01,2016-11-30,08:49:00,Cathartes aura,2,< 25,NA,NA
C-MB-BL-EP_01,MB-BL-EP_01,2016-11-30,08:49:00,Troglodytes aedon,2,< 25,NA,NA
C-MB-BL-EP_01,MB-BL-EP_01,2016-11-30,08:49:00,Buteogallus meridionalis,2,< 25,NA,NA
C-MB-BL-EP_01,MB-BL-EP_01,2016-11-30,08:49:00,Volatinia jacarina,2,< 25,NA,NA
C-MB-BL-EP_01,MB-BL-EP_01,2016-11-30,08:49:00,Tyrannus dominicensis,2,< 25,NA,NA
C-MB-BL-EP_01,MB-BL-EP_01,2016-11-30,08:49:00,Bubulcus ibis,2,< 25,NA,NA
C-MB-BL-EP_02,MB-BL-EP_02,2016-11-30,08:21:00,Volatinia jacarina,2,< 25,NA,NA
C-MB-BL-EP_02,MB-BL-EP_02,2016-11-30,08:21:00,Cathartes burrovianus,2,< 25,NA,NA
C-MB-BL-EP_02,MB-BL-EP_02,2016-11-30,08:21:00,Crotophaga sulcirostris,4,< 25,NA,NA
C-MB-BL-EP_02,MB-BL-EP_02,2016-11-30,08:21:00,Tyrannus dominicensis,2,< 25,NA,NA
C-MB-BL-EP_02,MB-BL-EP_02,2016-11-30,08:21:00,Eupsittula pertinax,6,< 25,NA,NA
C-MB-BL-EP_02,MB-BL-EP_02,2016-11-30,08:21:00,Melanerpes rubricapillus,2,< 25,NA,NA
C-MB-BL-EP_03,MB-BL-EP_03,2016-11-30,07:44:00,Crotophaga sulcirostris,8,< 25,NA,NA
C-MB-BL-EP_03,MB-BL-EP_03,2016-11-30,07:44:00,Plegadis falcinellus,2,< 25,NA,NA
C-MB-BL-EP_03,MB-BL-EP_03,2016-11-30,07:44:00,Columbina talpacoti,6,< 25,NA,NA
C-MB-BL-EP_03,MB-BL-EP_03,2016-11-30,07:44:00,Onychorhynchus coronatus,2,< 25,NA,NA
C-MB-BL-EP_03,MB-BL-EP_03,2016-11-30,07:44:00,Myiarchus crinitus,6,< 25,NA,NA
C-MB-BL-EP_03,MB-BL-EP_03,2016-11-30,07:44:00,Icterus nigrogularis,4,< 25,NA,NA
C-MB-BL-EP_03,MB-BL-EP_03,2016-11-30,07:44:00,Campylorhynchus nuchalis,2,< 25,NA,NA
C-MB-BL-EP_03,MB-BL-EP_03,2016-11-30,07:44:00,Megarynchus pitangua,2,< 25,NA,NA
C-MB-BL-EP_03,MB-BL-EP_03,2016-11-30,07:44:00,Volatinia jacarina,2,< 25,NA,NA
C-MB-BL-EP_04,MB-BL-EP_04,2016-11-30,06:57:00,Campylorhynchus griseus,4,< 25,NA,NA
C-MB-BL-EP_04,MB-BL-EP_04,2016-11-30,06:57:00,Caracara cheriway,2,< 25,NA,NA
C-MB-BL-EP_04,MB-BL-EP_04,2016-11-30,06:57:00,Dendroplex picus,4,< 25,NA,NA
C-MB-BL-EP_04,MB-BL-EP_04,2016-11-30,06:57:00,Milvago chimachima,2,< 25,NA,NA
C-MB-BL-EP_04,MB-BL-EP_04,2016-11-30,06:57:00,Plegadis falcinellus,2,< 25,NA,NA
C-MB-BL-EP_04,MB-BL-EP_04,2016-11-30,06:57:00,Crotophaga ani,2,< 25,NA,NA
C-MB-BL-EP_04,MB-BL-EP_04,2016-11-30,06:57:00,Volatinia jacarina,8,< 25,NA,NA
C-MB-BL-EP_04,MB-BL-EP_04,2016-11-30,06:57:00,Columbina squammata,2,< 25,NA,NA
C-MB-BL-EP_04,MB-BL-EP_04,2016-11-30,06:57:00,Thraupis glaucocolpa,2,< 25,NA,NA
C-MB-BL-EP_04,MB-BL-EP_04,2016-11-30,06:57:00,Columbina talpacoti,4,< 25,NA,NA
C-MB-BL-EP_04,MB-BL-EP_04,2016-11-30,06:57:00,Crotophaga sulcirostris,8,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Tyrannus melancholicus,7,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Turdus ignobilis,6,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Myiarchus cephalotes,1,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Pionus chalcopterus,1,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Zimmerius chrysops,3,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Dryocopus lineatus,2,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Chlorostilbon melanorhynchus,4,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Amazilia tzacatl,1,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Stelgidopteryx ruficollis,2,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Troglodytes aedon,9,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Volatinia jacarina,4,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Thamnophilus multistriatus,2,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Myiozetetes cayanensis,2,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Patagioenas speciosa,2,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Sicalis flaveola,1,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Crotophaga ani,7,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Pionus menstruus,13,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Bubulcus ibis,1,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Melanerpes formicivorus,3,< 25,NA,NA
C-MB-CD-LMO_01,MB-CD-LMO_01,2016-09-27,06:04:00,Leiothlypis peregrina,1,< 25,NA,NA
C-MB-CD-LMO_02,MB-CD-LMO_02,2016-09-27,06:50:00,Zimmerius chrysops,1,< 25,NA,NA
C-MB-CD-LMO_02,MB-CD-LMO_02,2016-09-27,06:50:00,Volatinia jacarina,5,< 25,NA,NA
C-MB-CD-LMO_02,MB-CD-LMO_02,2016-09-27,06:50:00,Tyrannus melancholicus,11,< 25,NA,NA
C-MB-CD-LMO_02,MB-CD-LMO_02,2016-09-27,06:50:00,Troglodytes aedon,6,< 25,NA,NA
C-MB-CD-LMO_02,MB-CD-LMO_02,2016-09-27,06:50:00,Leptopogon superciliaris,1,< 25,NA,NA
