Id_group_no_dc,Id_muestreo_no_dc,Id_gcs,Nombre_finca,Ecoregion,Departamento,Long,Lat,Elev,Avg_temp,Tot_prec,Habitat,Habitat_sub
MB-M-A,MB-M-A_02,1734,Andorra,Piedemonte,Meta,-73.8085,3.8096,530,24.692,3869,Pastizales,NA
MB-M-A,MB-M-A_03,1734,Andorra,Piedemonte,Meta,-73.8104,3.8091,534,24.692,3869,Ssp,Cerca viva
MB-M-A,MB-M-A_04,1734,Andorra,Piedemonte,Meta,-73.8114,3.8109,536,24.692,3869,Bosque,Ripario
MB-M-A,MB-M-A_05,1734,Andorra,Piedemonte,Meta,-73.811,3.8127,533,24.692,3869,Pastizales,NA
MB-M-A,MB-M-A_06,1734,Andorra,Piedemonte,Meta,-73.8087,3.8147,536,24.692,3869,Ssp,Arboles dispersos
MB-M-A,MB-M-A_07,1734,Andorra,Piedemonte,Meta,-73.8076,3.8169,527,24.775,3643,Ssp,Cerca viva
MB-M-A,MB-M-A_08,1734,Andorra,Piedemonte,Meta,-73.8089,3.8183,528,24.742,3932,Pastizales,NA
MB-M-A,MB-M-A_09,1734,Andorra,Piedemonte,Meta,-73.8101,3.8207,528,24.742,3932,Ssp,Arboles dispersos
MB-M-A,MB-M-A_10,1734,Andorra,Piedemonte,Meta,-73.8107,3.8228,521,24.742,3932,Bosque,Ripario
MB-M-A,MB-M-A_13,1734,Andorra,Piedemonte,Meta,-73.8049,3.8201,523,24.775,3643,Pastizales,NA
MB-M-A,MB-M-A_14,1734,Andorra,Piedemonte,Meta,-73.8059,3.8173,524,24.775,3643,Pastizales,NA
MB-M-A,MB-M-A_15,1734,Andorra,Piedemonte,Meta,-73.8058,3.8154,527,24.742,3611,Pastizales,NA
MB-M-A,MB-M-A_16,1734,Andorra,Piedemonte,Meta,-73.8043,3.8106,527,24.742,3611,Bosque,Secundario
MB-M-A,MB-M-A_17,1734,Andorra,Piedemonte,Meta,-73.8025,3.8101,524,24.742,3611,Pastizales,NA
MB-M-A,MB-M-A_18,1734,Andorra,Piedemonte,Meta,-73.8021,3.8124,530,24.742,3611,Bosque,Ripario
MB-M-A,MB-M-A_19,1734,Andorra,Piedemonte,Meta,-73.7999,3.8114,524,24.792,3439,Ssp,Cerca viva
MB-M-A,MB-M-A_20,1734,Andorra,Piedemonte,Meta,-73.8026,3.8155,526,24.742,3611,Ssp,Arboles dispersos
MB-M-A,MB-M-A_21,1734,Andorra,Piedemonte,Meta,-73.8032,3.8195,524,24.775,3643,Pastizales,NA
MB-M-A,MB-M-A_22,1734,Andorra,Piedemonte,Meta,-73.8017,3.8207,524,24.775,3643,Pastizales,NA
MB-M-A,MB-M-A_23,1734,Andorra,Piedemonte,Meta,-73.8058,3.8218,511,24.775,3643,Pastizales,NA
MB-M-A,MB-M-A_24,1734,Andorra,Piedemonte,Meta,-73.8078,3.8217,514,24.775,3643,Pastizales,NA
MB-M-A,MB-M-A_25,1734,Andorra,Piedemonte,Meta,-73.808,3.8198,528,24.775,3643,Pastizales,NA
MB-M-A,MB-M-A_26,1734,Andorra,Piedemonte,Meta,-73.8046,3.8142,525,24.742,3611,Ssp,Cerca viva
MB-M-EPO3,MB-M-EPO3_01,261,El porvenir 3,Piedemonte,Meta,-73.7975,3.6735,430,25.325,2897,Ssp,Arboles dispersos
MB-M-EPO3,MB-M-EPO3_02,261,El porvenir 3,Piedemonte,Meta,-73.7957,3.6738,431,25.325,2897,Bosque,Secundario
MB-M-EPO3,MB-M-EPO3_03,261,El porvenir 3,Piedemonte,Meta,-73.7945,3.6718,429,25.325,2897,Bosque,Secundario
MB-M-EPO3,MB-M-EPO3_04,261,El porvenir 3,Piedemonte,Meta,-73.7955,3.6701,423,25.325,2897,Ssp,Arboles dispersos
MB-M-EPO3,MB-M-EPO3_05,261,El porvenir 3,Piedemonte,Meta,-73.7967,3.6688,424,25.325,2897,Pastizales,NA
MB-M-EPO3,MB-M-EPO3_06,261,El porvenir 3,Piedemonte,Meta,-73.7983,3.668,424,25.325,2897,Pastizales,NA
MB-M-LP2,MB-M-LP2_01,1521,La pradera 2,Piedemonte,Meta,-73.8179,3.8238,537,24.642,3881,Pastizales,NA
MB-M-LP2,MB-M-LP2_02,1521,La pradera 2,Piedemonte,Meta,-73.8161,3.8248,533,24.742,3932,Ssp,Arboles dispersos
MB-M-LP2,MB-M-LP2_03,1521,La pradera 2,Piedemonte,Meta,-73.8143,3.8257,529,24.583,4033,Ssp,Arboles dispersos
MB-M-LP2,MB-M-LP2_04,1521,La pradera 2,Piedemonte,Meta,-73.8131,3.8243,524,24.742,3932,Ssp,Arboles dispersos
MB-M-LP2,MB-M-LP2_05,1521,La pradera 2,Piedemonte,Meta,-73.8129,3.823,523,24.742,3932,Bosque,Ripario
MB-M-LP2,MB-M-LP2_06,1521,La pradera 2,Piedemonte,Meta,-73.8163,3.8205,525,24.742,3932,Pastizales,NA
MB-M-LP2,MB-M-LP2_07,1521,La pradera 2,Piedemonte,Meta,-73.8182,3.8196,527,24.642,3881,Pastizales,NA
MB-M-LP2,MB-M-LP2_08,1521,La pradera 2,Piedemonte,Meta,-73.8206,3.8181,533,24.642,3881,Pastizales,NA
MB-M-LP2,MB-M-LP2_09,1521,La pradera 2,Piedemonte,Meta,-73.8223,3.8172,538,24.642,3881,Pastizales,NA
MB-M-LP2,MB-M-LP2_10,1521,La pradera 2,Piedemonte,Meta,-73.824,3.8158,542,24.658,3942,Pastizales,NA
MB-M-LP2,MB-M-LP2_11,1521,La pradera 2,Piedemonte,Meta,-73.8213,3.8209,544,24.642,3881,Bosque,Ripario
MB-M-LP2,MB-M-LP2_12,1521,La pradera 2,Piedemonte,Meta,-73.8236,3.8224,555,24.642,3881,Ssp,Arboles dispersos
MB-M-LRO1,MB-M-LRO1_01,3189,La rosania 1,Piedemonte,Meta,-73.8373,3.8356,719,23.625,4306,Ssp,Arboles dispersos
MB-M-LRO1,MB-M-LRO1_02,3189,La rosania 1,Piedemonte,Meta,-73.8388,3.8369,783,23.625,4306,Pastizales,NA
MB-M-LRO1,MB-M-LRO1_03,3189,La rosania 1,Piedemonte,Meta,-73.8405,3.8377,796,23.625,4306,Pastizales,NA
MB-M-LRO1,MB-M-LRO1_04,3189,La rosania 1,Piedemonte,Meta,-73.8433,3.8382,807,23.3,4003,Ssp,Arboles dispersos
MB-M-LRO1,MB-M-LRO1_05,3189,La rosania 1,Piedemonte,Meta,-73.8369,3.8334,697,23.625,4306,Bosque,Secundario
MB-M-LRO1,MB-M-LRO1_06,3189,La rosania 1,Piedemonte,Meta,-73.8357,3.8319,667,23.858,4255,Bosque,Secundario
MB-M-LRO1,MB-M-LRO1_07,3189,La rosania 1,Piedemonte,Meta,-73.8334,3.8291,628,23.858,4255,Pastizales,NA
MB-M-LRO1,MB-M-LRO1_08,3189,La rosania 1,Piedemonte,Meta,-73.8452,3.8371,817,23.3,4003,Ssp,Cerca viva
MB-M-LRO1,MB-M-LRO1_09,3189,La rosania 1,Piedemonte,Meta,-73.8473,3.8368,822,23.3,4003,Pastizales,NA
MB-M-LRO1,MB-M-LRO1_10,3189,La rosania 1,Piedemonte,Meta,-73.849,3.8377,810,23.3,4003,Pastizales,NA
MB-M-LRO1,MB-M-LRO1_11,3189,La rosania 1,Piedemonte,Meta,-73.8472,3.84,804,23.3,4003,Pastizales,NA
MB-M-LRO1,MB-M-LRO1_12,3189,La rosania 1,Piedemonte,Meta,-73.8461,3.8354,822,23.3,4003,Ssp,Cerca viva
MB-M-LBR,MB-M-LBR_01,3133,La brisa,Piedemonte,Meta,-73.8561,3.8062,638,24.117,3785,Bosque,Maduro
MB-M-LBR,MB-M-LBR_02,3133,La brisa,Piedemonte,Meta,-73.8576,3.8073,644,24.117,3785,Bosque,Maduro
