Id_muestreo,Id_muestreo_no_dc,Fecha,Pc_start,Species_ayerbe,Count
G-MB-A-ET_03,MB-A-ET_03,2013-07-02,07:30:00,Sakesphorus canadensis,2
G-MB-A-ET_03,MB-A-ET_03,2013-07-02,07:30:00,Leptotila verreauxi,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-02,07:30:00,Camptostoma obsoletum,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-02,07:30:00,Coragyps atratus,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-02,07:30:00,Cathartes aura,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-03,07:24:00,Pitangus sulphuratus,4
G-MB-A-ET_03,MB-A-ET_03,2013-07-03,07:24:00,Todirostrum cinereum,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-03,07:24:00,Coereba flaveola,2
G-MB-A-ET_03,MB-A-ET_03,2013-07-03,07:24:00,Leptotila verreauxi,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-03,07:24:00,Herpetotheres cachinnans,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-03,07:24:00,Crotophaga major,2
G-MB-A-ET_03,MB-A-ET_03,2013-07-03,07:24:00,Psarocolius decumanus,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-03,07:24:00,Myiarchus tyrannulus,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-03,07:24:00,Lepidopyga goudoti,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-03,07:24:00,Camptostoma obsoletum,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-04,07:10:00,Pitangus sulphuratus,2
G-MB-A-ET_03,MB-A-ET_03,2013-07-04,07:10:00,Tolmomyias flaviventris,2
G-MB-A-ET_03,MB-A-ET_03,2013-07-04,07:10:00,Rupornis magnirostris,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-05,07:15:00,Myiarchus panamensis,2
G-MB-A-ET_03,MB-A-ET_03,2013-07-05,07:15:00,Coereba flaveola,3
G-MB-A-ET_03,MB-A-ET_03,2013-07-05,07:15:00,Tolmomyias flaviventris,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-05,07:15:00,Tapera naevia,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-05,07:15:00,Icterus mesomelas,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-05,07:15:00,Amazona ochrocephala,2
G-MB-A-ET_03,MB-A-ET_03,2013-07-05,07:15:00,Piaya cayana,1
G-MB-A-ET_03,MB-A-ET_03,2013-07-05,07:15:00,Sakesphorus canadensis,2
G-MB-A-ET_03,MB-A-ET_03,2013-07-05,07:15:00,Synallaxis candei,2
G-MB-A-ET_03,MB-A-ET_03,2013-10-10,07:55:00,Leptotila verreauxi,2
G-MB-A-ET_03,MB-A-ET_03,2013-10-10,07:55:00,Volatinia jacarina,10
G-MB-A-ET_03,MB-A-ET_03,2013-10-10,07:55:00,Tolmomyias flaviventris,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-10,07:55:00,Lepidopyga goudoti,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-10,07:55:00,Piaya cayana,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-10,07:55:00,Protonotaria citrea,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-10,07:55:00,Coereba flaveola,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-10,07:55:00,Tyrannus melancholicus,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-11,08:54:00,Coccyzus americanus,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-11,08:54:00,Columbina talpacoti,2
G-MB-A-ET_03,MB-A-ET_03,2013-10-11,08:54:00,Protonotaria citrea,3
G-MB-A-ET_03,MB-A-ET_03,2013-10-11,08:54:00,Volatinia jacarina,2
G-MB-A-ET_03,MB-A-ET_03,2013-10-11,08:54:00,Furnarius leucopus,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-11,08:54:00,Megarynchus pitangua,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-11,08:54:00,Atalotriccus pilaris,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-12,09:54:00,Volatinia jacarina,2
G-MB-A-ET_03,MB-A-ET_03,2013-10-12,09:54:00,Columbina talpacoti,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-12,09:54:00,Protonotaria citrea,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-12,09:54:00,Myiarchus tyrannulus,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-12,09:54:00,Milvago chimachima,2
G-MB-A-ET_03,MB-A-ET_03,2013-10-13,08:47:00,Volatinia jacarina,3
G-MB-A-ET_03,MB-A-ET_03,2013-10-13,08:47:00,Milvago chimachima,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-13,08:47:00,Leptotila verreauxi,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-13,08:47:00,Columbina talpacoti,3
G-MB-A-ET_03,MB-A-ET_03,2013-10-13,08:47:00,Protonotaria citrea,2
G-MB-A-ET_03,MB-A-ET_03,2013-10-13,08:47:00,Lepidopyga goudoti,1
G-MB-A-ET_03,MB-A-ET_03,2013-10-13,08:47:00,Geranospiza caerulescens,1
G-MB-A-ET_03,MB-A-ET_03,2016-11-13,07:50:00,Picumnus cinnamomeus,2
G-MB-A-ET_03,MB-A-ET_03,2016-11-13,07:50:00,Amazona ochrocephala,1
G-MB-A-ET_03,MB-A-ET_03,2016-11-13,07:50:00,Sakesphorus canadensis,2
G-MB-A-ET_03,MB-A-ET_03,2016-11-13,07:50:00,Synallaxis candei,1
G-MB-A-ET_03,MB-A-ET_03,2016-11-13,07:50:00,Tolmomyias flaviventris,1
G-MB-A-ET_03,MB-A-ET_03,2016-11-13,07:50:00,Pachyramphus polychopterus,1
G-MB-A-ET_03,MB-A-ET_03,2016-11-13,07:50:00,Protonotaria citrea,2
G-MB-A-ET_03,MB-A-ET_03,2016-11-13,07:50:00,Thraupis glaucocolpa,1
G-MB-A-ET_03,MB-A-ET_03,2016-11-14,07:28:00,Vanellus chilensis,3
G-MB-A-ET_03,MB-A-ET_03,2016-11-14,07:28:00,Columbina talpacoti,1
G-MB-A-ET_03,MB-A-ET_03,2016-11-14,07:28:00,Crotophaga major,2
G-MB-A-ET_03,MB-A-ET_03,2016-11-14,07:28:00,Hypnelus ruficollis,1
G-MB-A-ET_03,MB-A-ET_03,2016-11-14,07:28:00,Pitangus sulphuratus,2
G-MB-A-ET_03,MB-A-ET_03,2016-11-14,07:28:00,Coereba flaveola,1
G-MB-A-ET_03,MB-A-ET_03,2016-11-15,07:15:00,Ortalis garrula,3
G-MB-A-ET_03,MB-A-ET_03,2016-11-15,07:15:00,Crotophaga major,2
G-MB-A-ET_03,MB-A-ET_03,2016-11-15,07:15:00,Crotophaga sulcirostris,3
G-MB-A-ET_03,MB-A-ET_03,2016-11-15,07:15:00,Sakesphorus canadensis,1
G-MB-A-ET_03,MB-A-ET_03,2016-11-15,07:15:00,Tolmomyias flaviventris,1
G-MB-A-ET_03,MB-A-ET_03,2016-11-15,07:15:00,Myiarchus tuberculifer,1
G-MB-A-ET_03,MB-A-ET_03,2016-11-15,07:15:00,Setophaga fusca,1
G-MB-A-ET_03,MB-A-ET_03,2016-11-15,07:15:00,Molothrus bonariensis,8
G-MB-A-ET_03,MB-A-ET_03,2016-11-15,07:15:00,Icterus nigrogularis,2
G-MB-A-ET_04,MB-A-ET_04,2013-07-02,07:50:00,Herpetotheres cachinnans,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-02,07:50:00,Crotophaga major,5
G-MB-A-ET_04,MB-A-ET_04,2013-07-02,07:50:00,Volatinia jacarina,2
G-MB-A-ET_04,MB-A-ET_04,2013-07-02,07:50:00,Tyrannus melancholicus,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-02,07:50:00,Sakesphorus canadensis,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-02,07:50:00,Rupornis magnirostris,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-02,07:50:00,Tigrisoma lineatum,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-03,07:47:00,Camptostoma obsoletum,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-03,07:47:00,Cathartes aura,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-03,07:47:00,Geranospiza caerulescens,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-03,07:47:00,Chrysomus icterocephalus,2
G-MB-A-ET_04,MB-A-ET_04,2013-07-03,07:47:00,Leptotila verreauxi,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-03,07:47:00,Thraupis glaucocolpa,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-03,07:47:00,Crotophaga major,2
G-MB-A-ET_04,MB-A-ET_04,2013-07-03,07:47:00,Pitangus sulphuratus,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-04,07:31:00,Piaya cayana,2
G-MB-A-ET_04,MB-A-ET_04,2013-07-04,07:31:00,Crotophaga ani,2
G-MB-A-ET_04,MB-A-ET_04,2013-07-04,07:31:00,Volatinia jacarina,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-04,07:31:00,Crotophaga major,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-04,07:31:00,Crotophaga sulcirostris,2
G-MB-A-ET_04,MB-A-ET_04,2013-07-04,07:31:00,Coereba flaveola,2
G-MB-A-ET_04,MB-A-ET_04,2013-07-04,07:31:00,Pitangus sulphuratus,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-04,07:31:00,Camptostoma obsoletum,2
G-MB-A-ET_04,MB-A-ET_04,2013-07-04,07:31:00,Campylorhynchus griseus,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-05,07:40:00,Furnarius leucopus,2
G-MB-A-ET_04,MB-A-ET_04,2013-07-05,07:40:00,Thraupis glaucocolpa,4
G-MB-A-ET_04,MB-A-ET_04,2013-07-05,07:40:00,Caracara cheriway,2
G-MB-A-ET_04,MB-A-ET_04,2013-07-05,07:40:00,Icterus chrysater,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-05,07:40:00,Dendroplex picus,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-05,07:40:00,Synallaxis candei,1
G-MB-A-ET_04,MB-A-ET_04,2013-07-05,07:40:00,Pitangus sulphuratus,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-10,08:20:00,Milvago chimachima,3
G-MB-A-ET_04,MB-A-ET_04,2013-10-10,08:20:00,Volatinia jacarina,5
G-MB-A-ET_04,MB-A-ET_04,2013-10-10,08:20:00,Myiarchus tyrannulus,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-10,08:20:00,Leptotila verreauxi,2
G-MB-A-ET_04,MB-A-ET_04,2013-10-10,08:20:00,Crotophaga major,5
G-MB-A-ET_04,MB-A-ET_04,2013-10-11,08:34:00,Rupornis magnirostris,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-11,08:34:00,Sakesphorus canadensis,2
G-MB-A-ET_04,MB-A-ET_04,2013-10-11,08:34:00,Crotophaga sulcirostris,2
G-MB-A-ET_04,MB-A-ET_04,2013-10-11,08:34:00,Volatinia jacarina,5
G-MB-A-ET_04,MB-A-ET_04,2013-10-11,08:34:00,Leptotila verreauxi,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-11,08:34:00,Hypnelus ruficollis,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-11,08:34:00,Ortalis garrula,2
G-MB-A-ET_04,MB-A-ET_04,2013-10-11,08:34:00,Crotophaga major,5
G-MB-A-ET_04,MB-A-ET_04,2013-10-11,08:34:00,Elaenia flavogaster,2
G-MB-A-ET_04,MB-A-ET_04,2013-10-11,08:34:00,Furnarius leucopus,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-12,09:35:00,Volatinia jacarina,4
G-MB-A-ET_04,MB-A-ET_04,2013-10-12,09:35:00,Leptotila verreauxi,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-12,09:35:00,Furnarius leucopus,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-12,09:35:00,Crotophaga major,2
G-MB-A-ET_04,MB-A-ET_04,2013-10-12,09:35:00,Sakesphorus canadensis,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-12,09:35:00,Cantorchilus leucotis,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-13,08:25:00,Volatinia jacarina,4
G-MB-A-ET_04,MB-A-ET_04,2013-10-13,08:25:00,Tolmomyias flaviventris,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-13,08:25:00,Leptotila verreauxi,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-13,08:25:00,Pitangus sulphuratus,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-13,08:25:00,Camptostoma obsoletum,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-13,08:25:00,Synallaxis candei,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-13,08:25:00,Crotophaga major,2
G-MB-A-ET_04,MB-A-ET_04,2013-10-13,08:25:00,Myiozetetes cayanensis,1
G-MB-A-ET_04,MB-A-ET_04,2013-10-13,08:25:00,Rupornis magnirostris,1
G-MB-A-ET_04,MB-A-ET_04,2016-11-13,08:10:00,Actitis macularius,1
G-MB-A-ET_04,MB-A-ET_04,2016-11-13,08:10:00,Leptotila verreauxi,2
G-MB-A-ET_04,MB-A-ET_04,2016-11-13,08:10:00,Crotophaga major,4
G-MB-A-ET_04,MB-A-ET_04,2016-11-13,08:10:00,Chloroceryle aenea,1
G-MB-A-ET_04,MB-A-ET_04,2016-11-13,08:10:00,Dendroplex picus,1
G-MB-A-ET_04,MB-A-ET_04,2016-11-13,08:10:00,Furnarius leucopus,1
G-MB-A-ET_04,MB-A-ET_04,2016-11-13,08:10:00,Icterus galbula,2
G-MB-A-ET_04,MB-A-ET_04,2016-11-14,07:40:00,Leptotila verreauxi,1
G-MB-A-ET_04,MB-A-ET_04,2016-11-14,07:40:00,Chlorostilbon gibsoni,1
G-MB-A-ET_04,MB-A-ET_04,2016-11-14,07:40:00,Picumnus cinnamomeus,1
G-MB-A-ET_04,MB-A-ET_04,2016-11-14,07:40:00,Amazona ochrocephala,4
G-MB-A-ET_04,MB-A-ET_04,2016-11-14,07:40:00,Sakesphorus canadensis,3
G-MB-A-ET_04,MB-A-ET_04,2016-11-14,07:40:00,Troglodytes aedon,1
G-MB-A-ET_04,MB-A-ET_04,2016-11-14,07:40:00,Campylorhynchus griseus,2
G-MB-A-ET_04,MB-A-ET_04,2016-11-14,07:40:00,Volatinia jacarina,2
G-MB-A-ET_04,MB-A-ET_04,2016-11-14,07:40:00,Colinus cristatus,5
G-MB-A-ET_04,MB-A-ET_04,2016-11-14,07:40:00,Columbina passerina,2
G-MB-A-ET_04,MB-A-ET_04,2016-11-14,07:40:00,Columbina talpacoti,1
G-MB-A-ET_04,MB-A-ET_04,2016-11-15,07:30:00,Colinus cristatus,3
G-MB-A-ET_04,MB-A-ET_04,2016-11-15,07:30:00,Columbina talpacoti,1
G-MB-A-ET_04,MB-A-ET_04,2016-11-15,07:30:00,Herpetotheres cachinnans,1
G-MB-A-ET_04,MB-A-ET_04,2016-11-15,07:30:00,Eupsittula pertinax,3
G-MB-A-ET_04,MB-A-ET_04,2016-11-15,07:30:00,Sakesphorus canadensis,1
G-MB-A-ET_04,MB-A-ET_04,2016-11-15,07:30:00,Synallaxis candei,1
G-MB-A-ET_04,MB-A-ET_04,2016-11-15,07:30:00,Icterus nigrogularis,2
G-MB-A-ET_05,MB-A-ET_05,2013-07-02,08:15:00,Cyanocorax affinis,3
G-MB-A-ET_05,MB-A-ET_05,2013-07-02,08:15:00,Pitangus sulphuratus,1
G-MB-A-ET_05,MB-A-ET_05,2013-07-02,08:15:00,Euphonia trinitatis,2
G-MB-A-ET_05,MB-A-ET_05,2013-07-02,08:15:00,Eupsittula pertinax,6
G-MB-A-ET_05,MB-A-ET_05,2013-07-02,08:15:00,Sakesphorus canadensis,1
G-MB-A-ET_05,MB-A-ET_05,2013-07-02,08:15:00,Crotophaga sulcirostris,2
G-MB-A-ET_05,MB-A-ET_05,2013-07-03,08:15:00,Leptotila verreauxi,1
G-MB-A-ET_05,MB-A-ET_05,2013-07-03,08:15:00,Sakesphorus canadensis,2
G-MB-A-ET_05,MB-A-ET_05,2013-07-03,08:15:00,Rupornis magnirostris,1
G-MB-A-ET_05,MB-A-ET_05,2013-07-03,08:15:00,Piaya cayana,1
G-MB-A-ET_05,MB-A-ET_05,2013-07-04,07:51:00,Pitangus sulphuratus,2
G-MB-A-ET_05,MB-A-ET_05,2013-07-04,07:51:00,Megarynchus pitangua,1
G-MB-A-ET_05,MB-A-ET_05,2013-07-04,07:51:00,Psarocolius decumanus,4
G-MB-A-ET_05,MB-A-ET_05,2013-07-04,07:51:00,Camptostoma obsoletum,1
G-MB-A-ET_05,MB-A-ET_05,2013-07-04,07:51:00,Sakesphorus canadensis,2
G-MB-A-ET_05,MB-A-ET_05,2013-07-04,07:51:00,Momotus subrufescens,1
G-MB-A-ET_05,MB-A-ET_05,2013-07-05,07:52:00,Leptotila verreauxi,2
G-MB-A-ET_05,MB-A-ET_05,2013-07-05,07:52:00,Sakesphorus canadensis,1
G-MB-A-ET_05,MB-A-ET_05,2013-07-05,07:52:00,Crotophaga ani,3
G-MB-A-ET_05,MB-A-ET_05,2013-07-05,07:52:00,Pitangus sulphuratus,2
G-MB-A-ET_05,MB-A-ET_05,2013-10-10,08:50:00,Camptostoma obsoletum,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-10,08:50:00,Leptotila verreauxi,2
G-MB-A-ET_05,MB-A-ET_05,2013-10-10,08:50:00,Cantorchilus leucotis,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-11,08:14:00,Inezia caudata,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-11,08:14:00,Volatinia jacarina,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-11,08:14:00,Rupornis magnirostris,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-12,09:18:00,Ortalis garrula,5
G-MB-A-ET_05,MB-A-ET_05,2013-10-12,09:18:00,Leptotila verreauxi,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-12,09:18:00,Rupornis magnirostris,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-12,09:18:00,Tolmomyias flaviventris,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-12,09:18:00,Sakesphorus canadensis,2
G-MB-A-ET_05,MB-A-ET_05,2013-10-13,07:30:00,Synallaxis candei,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-13,07:30:00,Leptotila verreauxi,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-13,07:30:00,Volatinia jacarina,3
G-MB-A-ET_05,MB-A-ET_05,2013-10-13,07:30:00,Megarynchus pitangua,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-13,07:30:00,Pitangus sulphuratus,2
G-MB-A-ET_05,MB-A-ET_05,2013-10-13,07:30:00,Furnarius leucopus,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-13,07:30:00,Myiozetetes cayanensis,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-13,07:30:00,Icterus nigrogularis,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-13,07:30:00,Aramides cajaneus,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-13,07:30:00,Camptostoma obsoletum,1
G-MB-A-ET_05,MB-A-ET_05,2013-10-13,07:30:00,Elaenia flavogaster,2
G-MB-A-ET_05,MB-A-ET_05,2013-10-13,07:30:00,Atalotriccus pilaris,1
G-MB-A-ET_05,MB-A-ET_05,2016-11-13,08:25:00,Colinus cristatus,2
G-MB-A-ET_05,MB-A-ET_05,2016-11-13,08:25:00,Leptotila verreauxi,2
G-MB-A-ET_05,MB-A-ET_05,2016-11-13,08:25:00,Chlorostilbon gibsoni,1
G-MB-A-ET_05,MB-A-ET_05,2016-11-13,08:25:00,Hypnelus ruficollis,2
G-MB-A-ET_05,MB-A-ET_05,2016-11-13,08:25:00,Picumnus cinnamomeus,1
G-MB-A-ET_05,MB-A-ET_05,2016-11-13,08:25:00,Sakesphorus canadensis,2
G-MB-A-ET_05,MB-A-ET_05,2016-11-13,08:25:00,Furnarius leucopus,2
G-MB-A-ET_05,MB-A-ET_05,2016-11-13,08:25:00,Tolmomyias flaviventris,1
G-MB-A-ET_05,MB-A-ET_05,2016-11-13,08:25:00,Cyclarhis gujanensis,2
G-MB-A-ET_05,MB-A-ET_05,2016-11-13,08:25:00,Nemosia pileata,2
G-MB-A-ET_05,MB-A-ET_05,2016-11-14,07:55:00,Colinus cristatus,2
G-MB-A-ET_05,MB-A-ET_05,2016-11-14,07:55:00,Cathartes aura,1
G-MB-A-ET_05,MB-A-ET_05,2016-11-14,07:55:00,Leptotila verreauxi,3
G-MB-A-ET_05,MB-A-ET_05,2016-11-14,07:55:00,Pitangus sulphuratus,2
G-MB-A-ET_05,MB-A-ET_05,2016-11-14,07:55:00,Megarynchus pitangua,1
G-MB-A-ET_05,MB-A-ET_05,2016-11-15,07:45:00,Colinus cristatus,5
G-MB-A-ET_05,MB-A-ET_05,2016-11-15,07:45:00,Coragyps atratus,2
G-MB-A-ET_05,MB-A-ET_05,2016-11-15,07:45:00,Campephilus melanoleucos,1
G-MB-A-ET_05,MB-A-ET_05,2016-11-15,07:45:00,Furnarius leucopus,3
G-MB-A-ET_06,MB-A-ET_06,2013-07-02,08:39:00,Sakesphorus canadensis,3
G-MB-A-ET_06,MB-A-ET_06,2013-07-02,08:39:00,Coereba flaveola,1
G-MB-A-ET_06,MB-A-ET_06,2013-07-02,08:39:00,Crotophaga major,4
G-MB-A-ET_06,MB-A-ET_06,2013-07-03,08:42:00,Synallaxis candei,2
G-MB-A-ET_06,MB-A-ET_06,2013-07-03,08:42:00,Cathartes aura,1
G-MB-A-ET_06,MB-A-ET_06,2013-07-03,08:42:00,Momotus subrufescens,1
G-MB-A-ET_06,MB-A-ET_06,2013-07-03,08:42:00,Coereba flaveola,2
G-MB-A-ET_06,MB-A-ET_06,2013-07-03,08:42:00,Cyanocorax affinis,1
G-MB-A-ET_06,MB-A-ET_06,2013-07-03,08:42:00,Sakesphorus canadensis,1
G-MB-A-ET_06,MB-A-ET_06,2013-07-03,08:42:00,Crotophaga major,3
G-MB-A-ET_06,MB-A-ET_06,2013-07-03,08:42:00,Volatinia jacarina,1
G-MB-A-ET_06,MB-A-ET_06,2013-07-04,08:11:00,Coereba flaveola,1
G-MB-A-ET_06,MB-A-ET_06,2013-07-04,08:11:00,Sakesphorus canadensis,3
G-MB-A-ET_06,MB-A-ET_06,2013-07-04,08:11:00,Camptostoma obsoletum,2
G-MB-A-ET_06,MB-A-ET_06,2013-07-04,08:11:00,Piaya cayana,1
G-MB-A-ET_06,MB-A-ET_06,2013-07-04,08:11:00,Galbula ruficauda,1
G-MB-A-ET_06,MB-A-ET_06,2013-07-05,08:10:00,Cyanocorax affinis,4
G-MB-A-ET_06,MB-A-ET_06,2013-07-05,08:10:00,Pitangus sulphuratus,1
G-MB-A-ET_06,MB-A-ET_06,2013-07-05,08:10:00,Leptotila verreauxi,1
G-MB-A-ET_06,MB-A-ET_06,2013-07-05,08:10:00,Milvago chimachima,1
G-MB-A-ET_06,MB-A-ET_06,2013-07-05,08:10:00,Crotophaga major,1
G-MB-A-ET_06,MB-A-ET_06,2013-07-05,08:10:00,Momotus subrufescens,4
G-MB-A-ET_06,MB-A-ET_06,2013-07-05,08:10:00,Crotophaga ani,3
G-MB-A-ET_06,MB-A-ET_06,2013-10-11,07:55:00,Volatinia jacarina,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-11,07:55:00,Myiarchus tyrannulus,3
G-MB-A-ET_06,MB-A-ET_06,2013-10-11,07:55:00,Crotophaga sulcirostris,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-11,07:55:00,Rupornis magnirostris,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-11,07:55:00,Leptotila verreauxi,2
G-MB-A-ET_06,MB-A-ET_06,2013-10-11,07:55:00,Furnarius leucopus,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-11,07:55:00,Tolmomyias flaviventris,2
G-MB-A-ET_06,MB-A-ET_06,2013-10-11,07:55:00,Myiozetetes cayanensis,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-11,07:55:00,Pitangus sulphuratus,2
G-MB-A-ET_06,MB-A-ET_06,2013-10-12,09:00:00,Synallaxis candei,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-12,09:00:00,Volatinia jacarina,2
G-MB-A-ET_06,MB-A-ET_06,2013-10-12,09:00:00,Leptotila verreauxi,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-12,09:00:00,Sakesphorus canadensis,2
G-MB-A-ET_06,MB-A-ET_06,2013-10-12,09:00:00,Furnarius leucopus,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-12,09:00:00,Tolmomyias flaviventris,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-12,09:00:00,Atalotriccus pilaris,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-12,09:00:00,Poecilotriccus sylvia,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-12,09:00:00,Piaya cayana,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-13,07:55:00,Volatinia jacarina,3
G-MB-A-ET_06,MB-A-ET_06,2013-10-13,07:55:00,Dendrocygna autumnalis,2
G-MB-A-ET_06,MB-A-ET_06,2013-10-13,07:55:00,Pitangus sulphuratus,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-13,07:55:00,Leptotila verreauxi,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-13,07:55:00,Vireo flavoviridis,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-13,07:55:00,Cantorchilus leucotis,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-13,07:55:00,Synallaxis candei,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-13,07:55:00,Protonotaria citrea,3
G-MB-A-ET_06,MB-A-ET_06,2013-10-13,07:55:00,Atalotriccus pilaris,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-13,07:55:00,Sakesphorus canadensis,1
G-MB-A-ET_06,MB-A-ET_06,2013-10-13,07:55:00,Formicivora grisea,1
G-MB-A-ET_06,MB-A-ET_06,2016-11-13,06:40:00,Egretta caerulea,1
G-MB-A-ET_06,MB-A-ET_06,2016-11-13,06:40:00,Bubulcus ibis,2
G-MB-A-ET_06,MB-A-ET_06,2016-11-13,06:40:00,Butorides striata,1
G-MB-A-ET_06,MB-A-ET_06,2016-11-13,06:40:00,Accipiter bicolor,1
G-MB-A-ET_06,MB-A-ET_06,2016-11-13,06:40:00,Leptotila verreauxi,2
G-MB-A-ET_06,MB-A-ET_06,2016-11-13,06:40:00,Crotophaga major,7
G-MB-A-ET_06,MB-A-ET_06,2016-11-13,06:40:00,Furnarius leucopus,2
G-MB-A-ET_06,MB-A-ET_06,2016-11-13,06:40:00,Leiothlypis peregrina,2
G-MB-A-ET_06,MB-A-ET_06,2016-11-13,06:40:00,Volatinia jacarina,2
G-MB-A-ET_06,MB-A-ET_06,2016-11-13,06:40:00,Psarocolius decumanus,2
G-MB-A-ET_06,MB-A-ET_06,2016-11-13,06:40:00,Euphonia laniirostris,2
G-MB-A-ET_06,MB-A-ET_06,2016-11-14,06:30:00,Colinus cristatus,3
G-MB-A-ET_06,MB-A-ET_06,2016-11-14,06:30:00,Leptotila verreauxi,1
G-MB-A-ET_06,MB-A-ET_06,2016-11-14,06:30:00,Crotophaga major,1
G-MB-A-ET_06,MB-A-ET_06,2016-11-14,06:30:00,Amazona ochrocephala,2
