Id_muestreo,Id_muestreo_no_dc,Id_group,Nombre_institucion,Uniq_db,Fecha,Ano_grp,Ano,Mes,Dia,Julian_day,Sampling_day,Pc_start,Pc_length,N_samp_periods,N_reps,Rep_ano_grp,Season,Rep_season,Spp_obs,Registrado_por,Noise,Clima,Cows_50m,forest_typ,Dist_forest,forest,intpast,other,ssp,te,Canopy_cover,Canopy_height_m
G-MB-A-CL_01,MB-A-CL_01,G-MB-A-CL,Gaica,Gaica mbd,2013-06-28,13-14,2013,6,28,179,36,07:30:00,00:00:00,2,11,1,Early,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-21.54,78.01,0,0,21.99,2365,49.520782986950216,10.2
G-MB-A-CL_01,MB-A-CL_01,G-MB-A-CL,Gaica,Gaica mbd,2013-06-29,13-14,2013,6,29,180,37,06:00:00,00:00:00,2,11,2,Early,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-21.54,78.01,0,0,21.99,2365,49.520782986950216,10.2
G-MB-A-CL_01,MB-A-CL_01,G-MB-A-CL,Gaica,Gaica mbd,2013-06-30,13-14,2013,6,30,181,38,06:00:00,00:00:00,2,11,3,Early,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-21.54,78.01,0,0,21.99,2365,49.520782986950216,10.2
G-MB-A-CL_01,MB-A-CL_01,G-MB-A-CL,Gaica,Gaica mbd,2013-07-01,13-14,2013,7,1,182,39,06:18:00,00:00:00,2,11,4,Early,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-21.54,78.01,0,0,21.99,2365,49.520782986950216,10.2
G-MB-A-CL_01,MB-A-CL_01,G-MB-A-CL,Gaica,Gaica mbd,2013-10-18,13-14,2013,10,18,291,67,08:05:00,00:00:00,2,11,5,Late,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-21.54,78.01,0,0,21.99,2365,49.520782986950216,10.2
G-MB-A-CL_01,MB-A-CL_01,G-MB-A-CL,Gaica,Gaica mbd,2013-10-19,13-14,2013,10,19,292,68,06:05:00,00:00:00,2,11,6,Late,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-21.54,78.01,0,0,21.99,2365,49.520782986950216,10.2
G-MB-A-CL_01,MB-A-CL_01,G-MB-A-CL,Gaica,Gaica mbd,2013-10-20,13-14,2013,10,20,293,69,06:06:00,00:00:00,2,11,7,Late,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-21.54,78.01,0,0,21.99,2365,49.520782986950216,10.2
G-MB-A-CL_01,MB-A-CL_01,G-MB-A-CL,Gaica,Gaica mbd,2013-10-21,13-14,2013,10,21,294,70,08:20:00,00:00:00,2,11,8,Late,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-21.54,78.01,0,0,21.99,2365,49.520782986950216,10.2
G-MB-A-CL_02,MB-A-CL_02,G-MB-A-CL,Gaica,Gaica mbd,2013-06-28,13-14,2013,6,28,179,36,07:53:00,00:00:00,2,11,1,Early,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-52.11,77,0,0.64,22.37,2825,46.37218863361548,15.3
G-MB-A-CL_02,MB-A-CL_02,G-MB-A-CL,Gaica,Gaica mbd,2013-06-29,13-14,2013,6,29,180,37,06:20:00,00:00:00,2,11,2,Early,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-52.11,77,0,0.64,22.37,2825,46.37218863361548,15.3
G-MB-A-CL_02,MB-A-CL_02,G-MB-A-CL,Gaica,Gaica mbd,2013-06-30,13-14,2013,6,30,181,38,06:31:00,00:00:00,2,11,3,Early,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-52.11,77,0,0.64,22.37,2825,46.37218863361548,15.3
G-MB-A-CL_02,MB-A-CL_02,G-MB-A-CL,Gaica,Gaica mbd,2013-07-01,13-14,2013,7,1,182,39,08:30:00,00:00:00,2,11,4,Early,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-52.11,77,0,0.64,22.37,2825,46.37218863361548,15.3
G-MB-A-CL_02,MB-A-CL_02,G-MB-A-CL,Gaica,Gaica mbd,2013-10-18,13-14,2013,10,18,291,67,08:30:00,00:00:00,2,11,5,Late,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-52.11,77,0,0.64,22.37,2825,46.37218863361548,15.3
G-MB-A-CL_02,MB-A-CL_02,G-MB-A-CL,Gaica,Gaica mbd,2013-10-19,13-14,2013,10,19,292,68,06:30:00,00:00:00,2,11,6,Late,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-52.11,77,0,0.64,22.37,2825,46.37218863361548,15.3
G-MB-A-CL_02,MB-A-CL_02,G-MB-A-CL,Gaica,Gaica mbd,2013-10-20,13-14,2013,10,20,293,69,06:30:00,00:00:00,2,11,7,Late,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-52.11,77,0,0.64,22.37,2825,46.37218863361548,15.3
G-MB-A-CL_02,MB-A-CL_02,G-MB-A-CL,Gaica,Gaica mbd,2013-10-21,13-14,2013,10,21,294,70,06:18:00,00:00:00,2,11,8,Late,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-52.11,77,0,0.64,22.37,2825,46.37218863361548,15.3
G-MB-A-CL_03,MB-A-CL_03,G-MB-A-CL,Gaica,Gaica mbd,2013-06-28,13-14,2013,6,28,179,36,08:15:00,00:00:00,2,11,1,Early,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-47.35,75.7,0.59,2.31,21.41,2940,44.01183289060614,11.7
G-MB-A-CL_03,MB-A-CL_03,G-MB-A-CL,Gaica,Gaica mbd,2013-06-29,13-14,2013,6,29,180,37,06:47:00,00:00:00,2,11,2,Early,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-47.35,75.7,0.59,2.31,21.41,2940,44.01183289060614,11.7
G-MB-A-CL_03,MB-A-CL_03,G-MB-A-CL,Gaica,Gaica mbd,2013-06-30,13-14,2013,6,30,181,38,07:00:00,00:00:00,2,11,3,Early,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-47.35,75.7,0.59,2.31,21.41,2940,44.01183289060614,11.7
G-MB-A-CL_03,MB-A-CL_03,G-MB-A-CL,Gaica,Gaica mbd,2013-07-01,13-14,2013,7,1,182,39,08:10:00,00:00:00,2,11,4,Early,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-47.35,75.7,0.59,2.31,21.41,2940,44.01183289060614,11.7
G-MB-A-CL_03,MB-A-CL_03,G-MB-A-CL,Gaica,Gaica mbd,2013-10-18,13-14,2013,10,18,291,67,08:50:00,00:00:00,2,11,5,Late,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-47.35,75.7,0.59,2.31,21.41,2940,44.01183289060614,11.7
G-MB-A-CL_03,MB-A-CL_03,G-MB-A-CL,Gaica,Gaica mbd,2013-10-19,13-14,2013,10,19,292,68,06:54:00,00:00:00,2,11,6,Late,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-47.35,75.7,0.59,2.31,21.41,2940,44.01183289060614,11.7
G-MB-A-CL_03,MB-A-CL_03,G-MB-A-CL,Gaica,Gaica mbd,2013-10-20,13-14,2013,10,20,293,69,06:52:00,00:00:00,2,11,7,Late,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-47.35,75.7,0.59,2.31,21.41,2940,44.01183289060614,11.7
G-MB-A-CL_03,MB-A-CL_03,G-MB-A-CL,Gaica,Gaica mbd,2013-10-21,13-14,2013,10,21,294,70,06:35:00,00:00:00,2,11,8,Late,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-47.35,75.7,0.59,2.31,21.41,2940,44.01183289060614,11.7
G-MB-A-CL_04,MB-A-CL_04,G-MB-A-CL,Gaica,Gaica mbd,2013-06-28,13-14,2013,6,28,179,36,08:53:00,00:00:00,2,11,1,Early,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-149.66,82.98,0,0.38,16.64,1935,42.926292895118415,13.9
G-MB-A-CL_04,MB-A-CL_04,G-MB-A-CL,Gaica,Gaica mbd,2013-06-29,13-14,2013,6,29,180,37,09:45:00,00:00:00,2,11,2,Early,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-149.66,82.98,0,0.38,16.64,1935,42.926292895118415,13.9
G-MB-A-CL_04,MB-A-CL_04,G-MB-A-CL,Gaica,Gaica mbd,2013-06-30,13-14,2013,6,30,181,38,07:25:00,00:00:00,2,11,3,Early,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-149.66,82.98,0,0.38,16.64,1935,42.926292895118415,13.9
G-MB-A-CL_04,MB-A-CL_04,G-MB-A-CL,Gaica,Gaica mbd,2013-07-01,13-14,2013,7,1,182,39,07:40:00,00:00:00,2,11,4,Early,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-149.66,82.98,0,0.38,16.64,1935,42.926292895118415,13.9
G-MB-A-CL_04,MB-A-CL_04,G-MB-A-CL,Gaica,Gaica mbd,2013-10-18,13-14,2013,10,18,291,67,09:20:00,00:00:00,2,11,5,Late,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-149.66,82.98,0,0.38,16.64,1935,42.926292895118415,13.9
G-MB-A-CL_04,MB-A-CL_04,G-MB-A-CL,Gaica,Gaica mbd,2013-10-19,13-14,2013,10,19,292,68,07:25:00,00:00:00,2,11,6,Late,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-149.66,82.98,0,0.38,16.64,1935,42.926292895118415,13.9
G-MB-A-CL_04,MB-A-CL_04,G-MB-A-CL,Gaica,Gaica mbd,2013-10-20,13-14,2013,10,20,293,69,07:25:00,00:00:00,2,11,7,Late,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-149.66,82.98,0,0.38,16.64,1935,42.926292895118415,13.9
G-MB-A-CL_04,MB-A-CL_04,G-MB-A-CL,Gaica,Gaica mbd,2013-10-21,13-14,2013,10,21,294,70,07:00:00,00:00:00,2,11,8,Late,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-149.66,82.98,0,0.38,16.64,1935,42.926292895118415,13.9
G-MB-A-CL_05,MB-A-CL_05,G-MB-A-CL,Gaica,Gaica mbd,2013-06-28,13-14,2013,6,28,179,36,09:25:00,00:00:00,2,11,1,Early,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-86.98,91.07,0,0,8.93,1229,45.00532043530834,12.6
G-MB-A-CL_05,MB-A-CL_05,G-MB-A-CL,Gaica,Gaica mbd,2013-06-29,13-14,2013,6,29,180,37,09:20:00,00:00:00,2,11,2,Early,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-86.98,91.07,0,0,8.93,1229,45.00532043530834,12.6
G-MB-A-CL_05,MB-A-CL_05,G-MB-A-CL,Gaica,Gaica mbd,2013-06-30,13-14,2013,6,30,181,38,08:05:00,00:00:00,2,11,3,Early,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-86.98,91.07,0,0,8.93,1229,45.00532043530834,12.6
G-MB-A-CL_05,MB-A-CL_05,G-MB-A-CL,Gaica,Gaica mbd,2013-07-01,13-14,2013,7,1,182,39,07:13:00,00:00:00,2,11,4,Early,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-86.98,91.07,0,0,8.93,1229,45.00532043530834,12.6
G-MB-A-CL_05,MB-A-CL_05,G-MB-A-CL,Gaica,Gaica mbd,2013-10-18,13-14,2013,10,18,291,67,10:00:00,00:00:00,2,11,5,Late,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-86.98,91.07,0,0,8.93,1229,45.00532043530834,12.6
G-MB-A-CL_05,MB-A-CL_05,G-MB-A-CL,Gaica,Gaica mbd,2013-10-19,13-14,2013,10,19,292,68,07:58:00,00:00:00,2,11,6,Late,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-86.98,91.07,0,0,8.93,1229,45.00532043530834,12.6
G-MB-A-CL_05,MB-A-CL_05,G-MB-A-CL,Gaica,Gaica mbd,2013-10-20,13-14,2013,10,20,293,69,07:46:00,00:00:00,2,11,7,Late,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-86.98,91.07,0,0,8.93,1229,45.00532043530834,12.6
G-MB-A-CL_05,MB-A-CL_05,G-MB-A-CL,Gaica,Gaica mbd,2013-10-21,13-14,2013,10,21,294,70,07:25:00,00:00:00,2,11,8,Late,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-86.98,91.07,0,0,8.93,1229,45.00532043530834,12.6
G-MB-A-CL_06,MB-A-CL_06,G-MB-A-CL,Gaica,Gaica mbd,2013-06-28,13-14,2013,6,28,179,36,10:10:00,00:00:00,2,11,1,Early,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-32.35,89.01,0,0,10.99,1379,49.91352657004831,11.1
G-MB-A-CL_06,MB-A-CL_06,G-MB-A-CL,Gaica,Gaica mbd,2013-06-29,13-14,2013,6,29,180,37,08:45:00,00:00:00,2,11,2,Early,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-32.35,89.01,0,0,10.99,1379,49.91352657004831,11.1
G-MB-A-CL_06,MB-A-CL_06,G-MB-A-CL,Gaica,Gaica mbd,2013-06-30,13-14,2013,6,30,181,38,09:00:00,00:00:00,2,11,3,Early,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-32.35,89.01,0,0,10.99,1379,49.91352657004831,11.1
G-MB-A-CL_06,MB-A-CL_06,G-MB-A-CL,Gaica,Gaica mbd,2013-07-01,13-14,2013,7,1,182,39,06:47:00,00:00:00,2,11,4,Early,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-32.35,89.01,0,0,10.99,1379,49.91352657004831,11.1
G-MB-A-CL_06,MB-A-CL_06,G-MB-A-CL,Gaica,Gaica mbd,2013-10-18,13-14,2013,10,18,291,67,10:25:00,00:00:00,2,11,5,Late,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-32.35,89.01,0,0,10.99,1379,49.91352657004831,11.1
G-MB-A-CL_06,MB-A-CL_06,G-MB-A-CL,Gaica,Gaica mbd,2013-10-19,13-14,2013,10,19,292,68,08:27:00,00:00:00,2,11,6,Late,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-32.35,89.01,0,0,10.99,1379,49.91352657004831,11.1
G-MB-A-CL_06,MB-A-CL_06,G-MB-A-CL,Gaica,Gaica mbd,2013-10-20,13-14,2013,10,20,293,69,08:15:00,00:00:00,2,11,7,Late,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-32.35,89.01,0,0,10.99,1379,49.91352657004831,11.1
G-MB-A-CL_06,MB-A-CL_06,G-MB-A-CL,Gaica,Gaica mbd,2013-10-21,13-14,2013,10,21,294,70,07:50:00,00:00:00,2,11,8,Late,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-32.35,89.01,0,0,10.99,1379,49.91352657004831,11.1
G-MB-A-EG_01,MB-A-EG_01,G-MB-A-EG,Gaica,Gaica mbd,2013-07-07,13-14,2013,7,7,188,45,05:56:00,00:00:00,2,11,1,Early,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-16.05,69.65,17.77,7.81,4.77,5604,46.44809270883631,10.6
G-MB-A-EG_01,MB-A-EG_01,G-MB-A-EG,Gaica,Gaica mbd,2013-07-08,13-14,2013,7,8,189,46,05:45:00,00:00:00,2,11,2,Early,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-16.05,69.65,17.77,7.81,4.77,5604,46.44809270883631,10.6
G-MB-A-EG_01,MB-A-EG_01,G-MB-A-EG,Gaica,Gaica mbd,2013-07-09,13-14,2013,7,9,190,47,05:55:00,00:00:00,2,11,3,Early,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-16.05,69.65,17.77,7.81,4.77,5604,46.44809270883631,10.6
G-MB-A-EG_01,MB-A-EG_01,G-MB-A-EG,Gaica,Gaica mbd,2013-07-10,13-14,2013,7,10,191,48,05:56:00,00:00:00,2,11,4,Early,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-16.05,69.65,17.77,7.81,4.77,5604,46.44809270883631,10.6
G-MB-A-EG_01,MB-A-EG_01,G-MB-A-EG,Gaica,Gaica mbd,2013-10-06,13-14,2013,10,6,279,55,06:10:00,00:00:00,2,11,5,Late,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-16.05,69.65,17.77,7.81,4.77,5604,46.44809270883631,10.6
G-MB-A-EG_01,MB-A-EG_01,G-MB-A-EG,Gaica,Gaica mbd,2013-10-07,13-14,2013,10,7,280,56,06:10:00,00:00:00,2,11,6,Late,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-16.05,69.65,17.77,7.81,4.77,5604,46.44809270883631,10.6
G-MB-A-EG_01,MB-A-EG_01,G-MB-A-EG,Gaica,Gaica mbd,2013-10-08,13-14,2013,10,8,281,57,06:04:00,00:00:00,2,11,7,Late,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-16.05,69.65,17.77,7.81,4.77,5604,46.44809270883631,10.6
G-MB-A-EG_01,MB-A-EG_01,G-MB-A-EG,Gaica,Gaica mbd,2013-10-09,13-14,2013,10,9,282,58,07:51:00,00:00:00,2,11,8,Late,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-16.05,69.65,17.77,7.81,4.77,5604,46.44809270883631,10.6
G-MB-A-EG_02,MB-A-EG_02,G-MB-A-EG,Gaica,Gaica mbd,2013-07-07,13-14,2013,7,7,188,45,06:20:00,00:00:00,2,11,1,Early,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-0.16,74.21,11.62,5.92,8.25,4929,51.562998790810155,11.6
G-MB-A-EG_02,MB-A-EG_02,G-MB-A-EG,Gaica,Gaica mbd,2013-07-08,13-14,2013,7,8,189,46,06:10:00,00:00:00,2,11,2,Early,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-0.16,74.21,11.62,5.92,8.25,4929,51.562998790810155,11.6
G-MB-A-EG_02,MB-A-EG_02,G-MB-A-EG,Gaica,Gaica mbd,2013-07-09,13-14,2013,7,9,190,47,06:20:00,00:00:00,2,11,3,Early,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-0.16,74.21,11.62,5.92,8.25,4929,51.562998790810155,11.6
G-MB-A-EG_02,MB-A-EG_02,G-MB-A-EG,Gaica,Gaica mbd,2013-07-10,13-14,2013,7,10,191,48,06:27:00,00:00:00,2,11,4,Early,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-0.16,74.21,11.62,5.92,8.25,4929,51.562998790810155,11.6
G-MB-A-EG_02,MB-A-EG_02,G-MB-A-EG,Gaica,Gaica mbd,2013-10-06,13-14,2013,10,6,279,55,06:39:00,00:00:00,2,11,5,Late,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-0.16,74.21,11.62,5.92,8.25,4929,51.562998790810155,11.6
G-MB-A-EG_02,MB-A-EG_02,G-MB-A-EG,Gaica,Gaica mbd,2013-10-07,13-14,2013,10,7,280,56,06:35:00,00:00:00,2,11,6,Late,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-0.16,74.21,11.62,5.92,8.25,4929,51.562998790810155,11.6
G-MB-A-EG_02,MB-A-EG_02,G-MB-A-EG,Gaica,Gaica mbd,2013-10-08,13-14,2013,10,8,281,57,06:43:00,00:00:00,2,11,7,Late,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-0.16,74.21,11.62,5.92,8.25,4929,51.562998790810155,11.6
G-MB-A-EG_02,MB-A-EG_02,G-MB-A-EG,Gaica,Gaica mbd,2013-10-09,13-14,2013,10,9,282,58,07:37:00,00:00:00,2,11,8,Late,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-0.16,74.21,11.62,5.92,8.25,4929,51.562998790810155,11.6
G-MB-A-EG_03,MB-A-EG_03,G-MB-A-EG,Gaica,Gaica mbd,2013-07-07,13-14,2013,7,7,188,45,06:43:00,00:00:00,2,11,1,Early,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-71.96,82.33,6,2.31,9.37,3874,57.36863790596219,12.6
G-MB-A-EG_03,MB-A-EG_03,G-MB-A-EG,Gaica,Gaica mbd,2013-07-08,13-14,2013,7,8,189,46,06:35:00,00:00:00,2,11,2,Early,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-71.96,82.33,6,2.31,9.37,3874,57.36863790596219,12.6
G-MB-A-EG_03,MB-A-EG_03,G-MB-A-EG,Gaica,Gaica mbd,2013-07-09,13-14,2013,7,9,190,47,06:50:00,00:00:00,2,11,3,Early,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-71.96,82.33,6,2.31,9.37,3874,57.36863790596219,12.6
G-MB-A-EG_03,MB-A-EG_03,G-MB-A-EG,Gaica,Gaica mbd,2013-07-10,13-14,2013,7,10,191,48,06:50:00,00:00:00,2,11,4,Early,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-71.96,82.33,6,2.31,9.37,3874,57.36863790596219,12.6
G-MB-A-EG_03,MB-A-EG_03,G-MB-A-EG,Gaica,Gaica mbd,2013-10-06,13-14,2013,10,6,279,55,07:04:00,00:00:00,2,11,5,Late,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-71.96,82.33,6,2.31,9.37,3874,57.36863790596219,12.6
G-MB-A-EG_03,MB-A-EG_03,G-MB-A-EG,Gaica,Gaica mbd,2013-10-07,13-14,2013,10,7,280,56,09:00:00,00:00:00,2,11,6,Late,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-71.96,82.33,6,2.31,9.37,3874,57.36863790596219,12.6
G-MB-A-EG_03,MB-A-EG_03,G-MB-A-EG,Gaica,Gaica mbd,2013-10-08,13-14,2013,10,8,281,57,08:40:00,00:00:00,2,11,7,Late,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-71.96,82.33,6,2.31,9.37,3874,57.36863790596219,12.6
G-MB-A-EG_03,MB-A-EG_03,G-MB-A-EG,Gaica,Gaica mbd,2013-10-09,13-14,2013,10,9,282,58,07:15:00,00:00:00,2,11,8,Late,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-71.96,82.33,6,2.31,9.37,3874,57.36863790596219,12.6
G-MB-A-EG_04,MB-A-EG_04,G-MB-A-EG,Gaica,Gaica mbd,2013-07-07,13-14,2013,7,7,188,45,07:05:00,00:00:00,2,11,1,Early,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-101.41,82.46,10.8,3.92,2.83,3527,56.082367149758454,11
G-MB-A-EG_04,MB-A-EG_04,G-MB-A-EG,Gaica,Gaica mbd,2013-07-08,13-14,2013,7,8,189,46,06:57:00,00:00:00,2,11,2,Early,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-101.41,82.46,10.8,3.92,2.83,3527,56.082367149758454,11
G-MB-A-EG_04,MB-A-EG_04,G-MB-A-EG,Gaica,Gaica mbd,2013-07-09,13-14,2013,7,9,190,47,07:25:00,00:00:00,2,11,3,Early,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-101.41,82.46,10.8,3.92,2.83,3527,56.082367149758454,11
G-MB-A-EG_04,MB-A-EG_04,G-MB-A-EG,Gaica,Gaica mbd,2013-07-10,13-14,2013,7,10,191,48,07:23:00,00:00:00,2,11,4,Early,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-101.41,82.46,10.8,3.92,2.83,3527,56.082367149758454,11
G-MB-A-EG_04,MB-A-EG_04,G-MB-A-EG,Gaica,Gaica mbd,2013-10-06,13-14,2013,10,6,279,55,07:30:00,00:00:00,2,11,5,Late,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-101.41,82.46,10.8,3.92,2.83,3527,56.082367149758454,11
G-MB-A-EG_04,MB-A-EG_04,G-MB-A-EG,Gaica,Gaica mbd,2013-10-07,13-14,2013,10,7,280,56,07:10:00,00:00:00,2,11,6,Late,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-101.41,82.46,10.8,3.92,2.83,3527,56.082367149758454,11
G-MB-A-EG_04,MB-A-EG_04,G-MB-A-EG,Gaica,Gaica mbd,2013-10-08,13-14,2013,10,8,281,57,07:00:00,00:00:00,2,11,7,Late,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-101.41,82.46,10.8,3.92,2.83,3527,56.082367149758454,11
G-MB-A-EG_04,MB-A-EG_04,G-MB-A-EG,Gaica,Gaica mbd,2013-10-09,13-14,2013,10,9,282,58,06:03:00,00:00:00,2,11,8,Late,4,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-101.41,82.46,10.8,3.92,2.83,3527,56.082367149758454,11
G-MB-A-EG_05,MB-A-EG_05,G-MB-A-EG,Gaica,Gaica mbd,2013-07-07,13-14,2013,7,7,188,45,07:30:00,00:00:00,2,11,1,Early,1,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-62.36,90.34,5.39,3.5,0.77,2174,62.479835788456896,14.3
G-MB-A-EG_05,MB-A-EG_05,G-MB-A-EG,Gaica,Gaica mbd,2013-07-08,13-14,2013,7,8,189,46,07:20:00,00:00:00,2,11,2,Early,2,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-62.36,90.34,5.39,3.5,0.77,2174,62.479835788456896,14.3
G-MB-A-EG_05,MB-A-EG_05,G-MB-A-EG,Gaica,Gaica mbd,2013-07-09,13-14,2013,7,9,190,47,07:54:00,00:00:00,2,11,3,Early,3,1,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",NA,NA,NA,C,-62.36,90.34,5.39,3.5,0.77,2174,62.479835788456896,14.3
